peakID,Log2FC,Pval,FDR,Mean,MeanDiff,Direction,score,replicateScoreQuantile,groupScoreQuantile,Reproducibility,GroupReplicate,distToGeneStart,nearestGene,peakType,distToTSS,nearestTSS,GC,idx,N,AR.halfsite.motif,ARE.motif,HNF4a.motif,AR_binding,Hnf4a_binding
chr3_79336436_79336936,-2.42983880463305,3.71387234012245e-05,0.00974439116488986,0.0118339035393934,-0.0607077646866843,DOWN,20.55799,0.713,0.62,3,PT-S3-mWT._.B5,8689,Gm17359,Distal,8689,uc012cqo.2,0.4511,3923,0,FALSE,FALSE,FALSE,0,0
chr3_79516873_79517373,-1.04955985265282,0.00017288605147147,0.0272017869874309,0.0436729537108541,-0.0488654133624792,DOWN,54.98771,0.807,0.747,3,PT-S3-mWT._.B1,50555,Fnip2,Intronic,16600,uc008pno.2,0.4431,3963,0,TRUE,FALSE,FALSE,0,0
chr3_79780123_79780623,-1.76863531735256,4.7365809182147e-05,0.011315808683466,0.0313296512217206,-0.080234968484751,DOWN,78.15243,0.909,0.881,3,PT-S3-mWT._.B5,42578,Rxfp1,Distal,42578,uc008pnv.1,0.4112,4049,0,FALSE,FALSE,FALSE,0,0
chr3_79864851_79865351,-3.27155712357705,2.10498738845869e-07,0.000207229402784799,0.00993871693316293,-0.103352037718397,DOWN,60.54441,0.882,0.846,3,PT-S3-mWT._.B5,20828,Fam198b,Distal,20828,uc008pny.2,0.4172,4070,0,FALSE,FALSE,FALSE,1,1
chr3_79900660_79901160,-2.84352140656215,0.000177308444462426,0.0275551844654395,0.00230181668971358,-0.0265753282812182,DOWN,14.03209,0.663,0.55,3,PT-S3-mWT._.B3,14979,Fam198b,Intronic,14979,uc008pny.2,0.3872,4076,0,TRUE,FALSE,FALSE,0,0
chr3_79969452_79969952,-2.19688512745275,4.55060484101972e-06,0.0020871397891498,0.0216805655761592,-0.0848920726768337,DOWN,36.35569,0.817,0.773,4,PT-S2-mWT._.B5,83771,Fam198b,Distal,83771,uc008pny.2,0.4192,4077,0,FALSE,FALSE,TRUE,0,0
chr3_80059605_80060105,-4.07897400094688,6.58097404064884e-05,0.0144442557842928,0.00212163838293057,-0.0655351443376182,DOWN,21.47185,0.634,0.513,3,PT-S3-mWT._.B1,173924,Fam198b,Distal,173924,uc008pny.2,0.4092,4082,0,TRUE,TRUE,FALSE,1,0
chr3_81038674_81039174,-2.54063769175537,0.000147094786234415,0.0241350335171012,0.00344577000954955,-0.0262402322779765,DOWN,25.86629,0.612,0.588,7,PT-S2-f/mKO._.A3,2507,Pdgfc,Intronic,2507,uc008poi.1,0.3992,4101,0,FALSE,FALSE,FALSE,0,0
chr3_81243489_81243989,-1.37659336878654,2.62791987221269e-06,0.00139446329833938,0.0759622683338186,-0.124470289368868,DOWN,58.79779,0.859,0.852,7,PT-S3-f/mKO._.B4,207322,Pdgfc,Distal,207322,uc008poi.1,0.4391,4131,0,FALSE,FALSE,FALSE,0,0
chr3_8152059_8152559,-1.43629037733803,0.000257627978857674,0.0348127476011102,0.020118615248498,-0.0377396904981254,DOWN,18.35441,0.691,0.595,3,PT-S3-mWT._.B5,197421,1700010I02Rik,Distal,197421,uc008oom.2,0.3353,149,0,FALSE,FALSE,FALSE,0,0
chr3_83661089_83661589,-3.76155214612279,2.01272030208031e-05,0.00623937990034087,0.00131256333861875,-0.0416141053940571,DOWN,9.29289,0.532,0.371,3,PT-S3-mWT._.B5,87220,1700028M03Rik,Distal,87220,uc008ppk.2,0.4212,4230,0,FALSE,FALSE,FALSE,0,0
chr3_8366838_8367338,-1.69075366352213,0.000126811109345604,0.0219690979504847,0.0364968267635088,-0.0857806710748676,DOWN,43.74393,0.853,0.808,3,PT-S3-mWT._.B3,96009,Gm6194,Distal,96009,uc012cnd.1,0.4471,155,0,TRUE,FALSE,TRUE,0,0
chr3_84392570_84393070,-2.6249292103692,5.21102020622981e-05,0.0121395101216178,0.0163868601081841,-0.0950332333161691,DOWN,51.07532,0.796,0.732,3,PT-S3-mWT._.B1,12898,4930565D16Rik,Distal,12898,uc029umw.1,0.4571,4348,0,FALSE,FALSE,FALSE,0,0
chr3_85645525_85646025,-0.947370764706894,0.0002247749698364,0.0316491160487848,0.0377812710166333,-0.0369311469661513,DOWN,45.31191,0.844,0.796,3,PT-S3-mWT._.B5,71645,Gatb,Intronic,28212,uc008pqu.2,0.4631,4433,0,FALSE,FALSE,TRUE,0,0
chr3_85666181_85666681,-1.38177414000558,1.58599125604202e-05,0.00525646314801024,0.0407808348708977,-0.0687011568055816,DOWN,85.75219,0.918,0.892,3,PT-S3-mWT._.B5,79777,Fam160a1,Intronic,7556,uc008pqu.2,0.4132,4438,0,TRUE,TRUE,FALSE,1,1
chr3_86820170_86820670,1.10175863352027,1.57301491396159e-05,0.00524253964719845,0.232128067156785,0.125036524493702,UP,387.98694,0.973,0.967,7,PT-S3-f/mKO._.A1,100463,Dclk2,Intronic,26506,uc008prk.3,0.4411,4539,0,FALSE,FALSE,FALSE,0,0
chr3_86920651_86921151,-1.14707103135655,0.0001320055889611,0.0225230826798255,0.11707907701665,-0.144637996289709,DOWN,100.92409,0.94,0.921,3,PT-S3-mWT._.B3,16,Dclk2,Promoter,16,uc008prl.3,0.6467,4549,0,TRUE,FALSE,FALSE,0,0
chr3_88424390_88424890,0.923634812830859,0.000413651694787708,0.0465183587376091,0.0629083393822608,0.0306900169258251,UP,24.82485,0.583,0.553,8,PT-S1._.A3,500,Slc25a44,Intronic,493,uc008pvc.3,0.5429,4816,0,FALSE,FALSE,FALSE,0,0
chr3_88455565_88456065,0.860779202901551,5.11066569158112e-05,0.0119175253641302,0.149239498979794,0.0679587024539712,UP,213.45155,0.892,0.888,8,PT-S1._.A3,5366,Sema4a,Intronic,53,uc008pvh.2,0.5828,4847,0,FALSE,FALSE,FALSE,0,0
chr3_90661603_90662103,-3.17262501938617,1.20578494333239e-07,0.000135098441784187,0.00483772402751495,-0.0548170718692684,DOWN,20.09082,0.724,0.648,3,PT-S2-mWT._.B5,7217,S100a8,Distal,7217,uc008qdd.1,0.4052,5473,0,FALSE,FALSE,FALSE,0,0
chr3_94540552_94541052,-2.12593168666208,0.000326163654115246,0.0402847211808231,0.00957826121366137,-0.0389590986114714,DOWN,26.89022,0.681,0.581,3,PT-S3-mWT._.B1,41913,Snx27,Intronic,41913,uc008qgr.2,0.4271,5696,0,FALSE,FALSE,FALSE,0,0
chr3_94596767_94597267,-2.08893038461843,1.71331751189067e-06,0.000995365557377115,0.0179935428518031,-0.0650654943317129,DOWN,35.95565,0.826,0.771,3,PT-S3-mWT._.B3,14300,Snx27,Distal,14300,uc008qgr.2,0.3772,5710,0,FALSE,FALSE,FALSE,0,0
chr3_94598084_94598584,-1.35804999278034,2.32400081306637e-05,0.00680958285560101,0.0372642222307807,-0.0613850832759191,DOWN,53.23427,0.877,0.839,3,PT-S3-mWT._.B3,15617,Snx27,Distal,15617,uc008qgr.2,0.501,5712,0,TRUE,FALSE,FALSE,0,0
chr3_94599085_94599585,-1.62028504038797,0.000251623520245031,0.0341966485711459,0.0234219673723452,-0.0527342542413444,DOWN,17.8176,0.704,0.625,3,PT-S2-mWT._.B3,16618,Snx27,Distal,16618,uc008qgr.2,0.4251,5713,0,FALSE,FALSE,FALSE,0,0
chr3_94688631_94689131,-2.15998126781109,1.18881821416778e-05,0.00431658425887512,0.0149713664212384,-0.0588752064398746,DOWN,83.83824,0.909,0.887,4,PT-S2-mWT._.B3,4691,Selenbp2,Distal,4691,uc008qgx.1,0.4391,5738,0,TRUE,FALSE,FALSE,0,1
chr3_95235896_95236396,-2.0789831328448,0.000128709694861266,0.0221859682670458,0.012279508944661,-0.0460527458227359,DOWN,6.21713,0.555,0.416,3,PT-S2-mWT._.B4,4962,Gm128,Exonic,4962,uc008qiw.1,0.501,5954,0,TRUE,FALSE,FALSE,1,1
chr3_95295424_95295924,-1.485472701686,0.000414186756138466,0.0465311756514013,0.0568691051661804,-0.105969630723506,DOWN,69.89426,0.893,0.868,4,PT-S2-mWT._.B5,11501,Anxa9,Exonic,3687,uc008qjf.2,0.523,6006,0,FALSE,FALSE,FALSE,1,1
chr3_95674123_95674623,2.16734113085009,6.41738898618902e-08,7.94702431464444e-05,0.18641023556819,0.146466239756125,UP,210.34798,0.905,0.901,8,PT-S1._.A1,13543,Adamtsl4,Distal,13543,uc008qkm.2,0.5908,6090,0,TRUE,FALSE,FALSE,0,1
chr3_96666862_96667362,-0.691080427964093,0.000112567560254214,0.020679988417079,0.112872640044269,-0.0705883357731398,DOWN,85.36793,0.925,0.901,3,PT-S3-mWT._.B3,3018,Ankrd35,Distal,3018,uc008qnr.1,0.4371,6302,0,TRUE,FALSE,FALSE,0,0
chr3_97628565_97629065,-1.2791252566198,5.77983643955111e-05,0.0132159976306035,0.0748612152043235,-0.109674637599238,DOWN,157.85619,0.966,0.953,3,PT-S3-mWT._.B5,10,Fmo5,Promoter,10,uc008qoy.2,0.513,6464,0,TRUE,FALSE,FALSE,0,0
chr3_98670452_98670952,2.00715285388061,5.97076108846389e-06,0.002584956156249,0.0594297891926517,0.0461482953752013,UP,65.47824,0.77,0.757,7,PT-S3-f/mKO._.A3,25167,Hsd3b5,Distal,25167,uc008qqb.1,0.3852,6726,0,TRUE,TRUE,TRUE,0,0
chr3_98682364_98682864,1.01955762497161,2.34850946641215e-05,0.00685578282051093,0.132444261161514,0.0681272657875242,UP,177.76309,0.898,0.892,7,PT-S3-f/mKO._.A3,37079,Hsd3b5,Distal,37079,uc008qqb.1,0.3693,6730,0,FALSE,FALSE,FALSE,0,0
chr4_101358452_101358952,1.87760393908047,0.000296937174275922,0.0383038242143753,0.0456566871823828,0.0346876198870094,UP,6.90918,0.41,0.348,4,PT-S3-f/mKO._.B4,2453,E130102H24Rik,Intronic,2453,uc008tvl.2,0.4092,6232,0,TRUE,FALSE,FALSE,0,0
chr4_10397947_10398447,-0.519221595056607,0.000141926414785834,0.0235456174556453,0.110330550952775,-0.0486595465840479,DOWN,61.97487,0.884,0.848,3,PT-S3-mWT._.B5,399604,1700123O12Rik,Distal,399604,uc008ryu.1,0.3812,306,0,TRUE,FALSE,FALSE,0,0
chr4_105328007_105328507,2.97206166403816,1.03249123585418e-06,0.000678583234362172,0.0864686157664806,0.0771937982312017,UP,269.0397,0.916,0.911,8,PT-S1._.A3,170909,Plpp3,Distal,170909,uc008tye.1,0.3972,6623,0,TRUE,FALSE,FALSE,1,1
chr4_106928888_106929388,3.51677892814232,2.23077021769357e-05,0.00666929431995788,0.0432812289084808,0.0413251744684958,UP,43.71638,0.715,0.697,7,PT-S3-f/mKO._.A1,17667,Ssbp3,Intronic,5912,uc008tyz.1,0.5469,6993,0,FALSE,FALSE,FALSE,0,0
chr4_108759346_108759846,-1.75847680381339,1.29177686276112e-05,0.00456365757485494,0.0196884885358136,-0.0516924989665176,DOWN,42.64989,0.835,0.784,3,PT-S3-mWT._.B5,35719,Zfyve9,Distal,35719,uc008ubn.1,0.3932,7508,0,TRUE,FALSE,FALSE,0,0
chr4_109317431_109317931,2.43372480974052,6.2093680101564e-08,7.73010465806179e-05,0.0711973783856436,0.0596494978671481,UP,96.18941,0.826,0.817,7,PT-S3-f/mKO._.A3,37405,Eps15,Intronic,25374,uc008ucg.3,0.3613,7674,0,TRUE,FALSE,TRUE,0,0
chr4_110093336_110093836,-2.62205359147831,1.06731980024119e-12,8.10088842448871e-09,0.0270027480332894,-0.149545638852499,DOWN,72.3099,0.884,0.857,4,PT-S2-mWT._.B1,115560,Dmrta2,Distal,115560,uc008ucv.1,0.4471,7763,0,FALSE,FALSE,TRUE,0,0
chr4_110094445_110094945,-2.66418175139423,8.8543013833976e-11,4.00636704595549e-07,0.0222845921211972,-0.12964759308603,DOWN,80.80672,0.921,0.896,3,PT-S3-mWT._.B3,116669,Dmrta2,Distal,116669,uc008ucv.1,0.479,7764,0,TRUE,FALSE,FALSE,0,0
chr4_110828378_110828878,-2.16507041640201,1.66725793900682e-05,0.00539595303924396,0.0119299958544486,-0.0485444086563471,DOWN,28.00864,0.689,0.583,3,PT-S3-mWT._.B1,430929,Agbl4,Intronic,430929,uc008udb.2,0.3693,7773,0,FALSE,FALSE,FALSE,0,0
chr4_111810617_111811117,-1.55501952591329,0.000185023721394624,0.0283608217325722,0.018193873383957,-0.0391433404203514,DOWN,25.13671,0.75,0.672,3,PT-S3-mWT._.B5,90856,Spata6,Intronic,33269,uc008udi.2,0.3713,7856,0,TRUE,FALSE,FALSE,0,0
chr4_112057782_112058282,-1.58717479483922,7.12546579286914e-05,0.0151997878102683,0.0369398737042376,-0.0780590213409308,DOWN,56.01809,0.882,0.846,3,PT-S3-mWT._.B3,13983,Skint4,Distal,13983,uc008udr.1,0.5649,7866,0,TRUE,FALSE,FALSE,0,0
chr4_112351477_112351977,-1.63625867942255,1.10655793207559e-06,0.000717730984404462,0.0301310625585559,-0.0677511216494953,DOWN,34.69185,0.821,0.765,3,PT-S3-mWT._.B3,82257,Skint9,Distal,82257,uc008udv.1,0.4531,7872,0,TRUE,FALSE,FALSE,0,0
chr4_113849278_113849778,-3.22247946476946,0.00025028842307337,0.0340483847667621,0.00246376478875132,-0.037200553601673,DOWN,8.31303,0.536,0.386,3,PT-S3-mWT._.B3,149974,Skint5,Intronic,149974,uc009vcz.1,0.3653,7879,0,FALSE,FALSE,FALSE,0,0
chr4_114314984_114315484,-2.13770147321239,9.38020128494636e-11,4.16424301874049e-07,0.0298978757759991,-0.108472036207727,DOWN,69.89426,0.893,0.868,4,PT-S2-mWT._.B5,91489,Trabd2b,Distal,91489,uc008ueb.1,0.4311,7891,0,FALSE,FALSE,FALSE,1,0
chr4_114315532_114316032,-1.45533955207778,6.29049260121095e-07,0.000459657988966115,0.0395412321274081,-0.0723735890563789,DOWN,19.0229,0.714,0.632,3,PT-S2-mWT._.B5,90941,Trabd2b,Distal,90941,uc008ueb.1,0.4691,7892,0,TRUE,FALSE,FALSE,1,0
chr4_114408893_114409393,-1.68172621895778,0.00044734369388316,0.049001211846546,0.0347914820096208,-0.0812398527939696,DOWN,30.96397,0.804,0.742,3,PT-S3-mWT._.B3,2418,Trabd2b,Exonic,2418,uc008ueb.1,0.5788,7927,0,TRUE,FALSE,FALSE,0,0
chr4_114511599_114512099,-2.23549624468505,0.000104746886093751,0.019606750465574,0.00933296823004542,-0.0420367728856856,DOWN,23.60298,0.654,0.544,3,PT-S3-mWT._.B1,105124,Trabd2b,Intronic,105124,uc008ueb.1,0.4691,8007,0,TRUE,FALSE,FALSE,0,0
chr4_115171440_115171940,-3.12512109086144,0.000197109789222805,0.0293528911940857,0.00375874274158078,-0.0444851021587198,DOWN,7.40302,0.357,0.174,3,PT-S3-mWT._.B1,37712,Cyp4x1,Distal,37712,uc008uep.1,0.4251,8144,0,FALSE,FALSE,FALSE,0,0
chr4_115174085_115174585,-2.43858405181092,4.67058991602856e-05,0.0112711154888464,0.00736119686718321,-0.0413867323157153,DOWN,21.68197,0.723,0.633,3,PT-S3-mWT._.B5,40357,Cyp4x1,Distal,40357,uc008uep.1,0.4232,8145,0,FALSE,FALSE,FALSE,0,0
chr4_115175381_115175881,-2.9133131656127,1.51246344843683e-06,0.000894131909185437,0.00218059756370502,-0.0273137787753952,DOWN,15.05492,0.677,0.57,3,PT-S3-mWT._.B3,41653,Cyp4x1,Distal,41653,uc008uep.1,0.3932,8146,0,FALSE,TRUE,TRUE,0,0
chr4_115175999_115176499,-2.33201693316883,8.39292817160179e-07,0.000576979164229709,0.0104138500754513,-0.0500909748836669,DOWN,21.68197,0.723,0.633,3,PT-S3-mWT._.B5,42271,Cyp4x1,Distal,42271,uc008uep.1,0.4092,8147,0,TRUE,FALSE,FALSE,0,0
chr4_115176937_115177437,-2.43429048245514,1.3627936328176e-06,0.000828550357308492,0.0131536422341107,-0.0667515592585567,DOWN,27.33673,0.785,0.717,3,PT-S3-mWT._.B3,43209,Cyp4x1,Distal,43209,uc008uep.1,0.5489,8148,0,FALSE,FALSE,FALSE,0,0
chr4_115233177_115233677,-1.97584007191232,0.000337585734858349,0.0408095297649353,0.00789900973054734,-0.0290394599598357,DOWN,13.02758,0.647,0.53,3,PT-S3-mWT._.B3,8656,Cyp4a29,Distal,8656,uc008ueq.1,0.4251,8149,0,TRUE,FALSE,FALSE,0,0
chr4_115280167_115280667,-1.79590376375645,0.00032816867336853,0.0403628598115707,0.0236057112589694,-0.0633057496268871,DOWN,37.43677,0.816,0.759,3,PT-S3-mWT._.B5,18628,Cyp4a12a,Distal,18628,uc008uer.1,0.4671,8155,0,TRUE,FALSE,FALSE,1,1
chr4_115675769_115676269,-3.44025055389376,8.77402468353824e-06,0.00346961801637033,0.00360345799005311,-0.0552205072986982,DOWN,45.31463,0.715,0.704,6,PT-S2-f/mKO._.A1,28313,Cyp4b1,Distal,28313,uc008ufc.1,0.3673,8282,0,FALSE,FALSE,FALSE,0,0
chr4_115679650_115680150,-4.55639868402707,3.24103739453538e-05,0.00865581392151465,0,-0.0450589975668461,DOWN,60.99717,0.758,0.75,5,PT-S2-f/mKO._.A1,32194,Cyp4b1,Distal,32194,uc008ufc.1,0.3733,8283,0,FALSE,FALSE,FALSE,0,0
chr4_115884000_115884500,2.74679951077963,2.57409797580688e-05,0.00733237729457201,0.0487006105864291,0.0431471817008808,UP,96.18941,0.826,0.817,7,PT-S3-f/mKO._.A3,149,Kncn,Promoter,149,uc008ufo.2,0.5669,8316,0,FALSE,FALSE,FALSE,0,0
chr4_116672669_116673169,1.42459176273412,4.29470731160518e-05,0.0106817451789953,0.0949241190426912,0.0608174845048049,UP,115.6634,0.849,0.841,7,PT-S3-f/mKO._.A3,12679,Prdx1,Distal,12679,uc008uhd.1,0.4192,8477,0,FALSE,FALSE,TRUE,0,0
chr4_117278580_117279080,2.57761862573522,7.55562991756869e-05,0.0157881798583029,0.0522134711829179,0.0451317808038126,UP,78.54092,0.826,0.817,7,PT-S3-f/mKO._.A4,26878,Tmem53,Intronic,9941,uc008uim.2,0.505,8699,0,TRUE,FALSE,TRUE,0,0
chr4_117841510_117842010,-0.973302608045195,0.000146444201947809,0.0240450547019512,0.088334819082209,-0.0870222319369677,DOWN,66.30836,0.892,0.858,3,PT-S3-mWT._.B5,6501,Slc6a9,Intronic,6501,uc008uiy.1,0.523,8761,0,FALSE,FALSE,FALSE,0,0
chr4_118273478_118273978,1.01692352774674,0.000248423358719145,0.033904312776282,0.179186747838428,0.0916498703599214,UP,386.05954,0.967,0.961,7,PT-S3-f/mKO._.A2,17668,Ptprf,Intronic,17668,uc008ujq.1,0.5629,8938,0,FALSE,FALSE,FALSE,0,1
chr4_119119086_119119586,2.41116411586429,7.05181084460188e-05,0.0151525705023259,0.0951793871303078,0.0789092657577651,UP,139.6992,0.874,0.867,7,PT-S3-f/mKO._.A1,10590,Slc2a1,Intronic,10442,uc057ljz.1,0.525,9071,0,FALSE,FALSE,FALSE,0,0
chr4_119911287_119911787,1.83869595160286,0.000100865095865887,0.0191854055586847,0.087395280287284,0.0644026505019183,UP,71.96709,0.883,0.877,7,PT-S3-f/mKO._.B4,177752,Hivep3,Intronic,96858,uc008una.1,0.519,9209,0,TRUE,FALSE,FALSE,0,0
chr4_121163667_121164167,-1.77355029966932,1.08406461410437e-06,0.000706557880674208,0.0429608528769405,-0.10875773278086,DOWN,102.19797,0.922,0.903,4,PT-S2-mWT._.B1,51153,Rlf,Intronic,24616,uc008uoa.1,0.4112,9394,0,FALSE,FALSE,TRUE,0,0
chr4_121182384_121182884,-3.24134959255584,5.20047509513325e-06,0.00231744201549946,0.00490418219609016,-0.0583871751615708,DOWN,26.3144,0.758,0.682,3,PT-S3-mWT._.B5,32436,Rlf,Exonic,5899,uc008uoa.1,0.3413,9403,0,FALSE,FALSE,FALSE,0,0
chr4_121576152_121576652,-3.03286337448893,0.000290905833206694,0.0378786118890629,0.00160940390673738,-0.0259311294684889,DOWN,15.16801,0.65,0.539,3,PT-S3-mWT._.B5,45722,Gm12887,Distal,45722,uc008uoe.1,0.3653,9421,0,TRUE,TRUE,TRUE,0,0
chr4_123267502_123268002,-3.04533059824522,2.42085022111908e-05,0.00701474146338258,0.00426921259477924,-0.0454853752300265,DOWN,22.82008,0.733,0.647,3,PT-S3-mWT._.B5,5373,Pabpc4,Intronic,5373,uc008upa.3,0.4192,9545,0,TRUE,FALSE,FALSE,0,0
chr4_126147685_126148185,1.47384085426175,3.41453652293002e-05,0.00905749119962976,0.138088390784952,0.0896534122248173,UP,242.85489,0.921,0.915,8,PT-S1._.A2,67,Eva1b,Promoter,67,uc008usn.1,0.6008,9924,0,TRUE,FALSE,FALSE,0,0
chr4_128749187_128749687,-2.42865919171381,0.000341696765100568,0.0409145793725101,0.00502678350738493,-0.0308049149345048,DOWN,7.40302,0.357,0.174,3,PT-S3-mWT._.B1,9820,A3galt2,Intronic,9820,uc008uvm.1,0.523,10196,0,FALSE,FALSE,FALSE,0,0
chr4_129363409_129363909,-3.5112147448186,4.76041853371286e-05,0.0113370887293689,0.000777020946800424,-0.0288865662557327,DOWN,6.59315,0.467,0.287,3,PT-S3-mWT._.B3,14368,Zbtb8a,Intronic,14368,uc008uww.1,0.5349,10398,0,FALSE,FALSE,FALSE,0,0
chr4_129383524_129384024,-2.26092595630542,4.21683880498194e-05,0.0105727734704009,0.00973983664826969,-0.0445290840364719,DOWN,31.14633,0.787,0.721,3,PT-S3-mWT._.B5,1012,C330020E22Rik,Intronic,1012,uc008uwx.1,0.4331,10402,0,TRUE,FALSE,FALSE,0,0
chr4_129457828_129458328,-1.92617098718224,0.000454937516804909,0.0495561752101821,0.0142161844602422,-0.0454126450956384,DOWN,15.16801,0.65,0.539,2,PT-S3-mWT._.B5,3600,Bsdc1,Distal,3600,uc008uxb.2,0.479,10411,0,TRUE,FALSE,FALSE,0,0
chr4_130057213_130057713,-0.694377563954342,0.000390846217280376,0.0444902877462337,0.0168751610459834,-0.011668362808896,DOWN,2.37464,0.042,0.005,2,PT-S2-mWT._.B3,9622,Col16a1,Intronic,1472,uc008uyu.2,0.5309,10570,0,FALSE,FALSE,FALSE,0,0
chr4_130061963_130062463,-1.79844446315629,1.96426086286544e-05,0.00612953594034329,0.0186527608328233,-0.0511868291064677,DOWN,36.35569,0.817,0.773,4,PT-S2-mWT._.B5,14372,Col16a1,Intronic,6222,uc008uyu.2,0.4531,10573,0,FALSE,FALSE,TRUE,0,0
chr4_130195166_130195666,-2.39857386512558,0.000327026038297887,0.0403488738851774,0.00394384358278805,-0.025396954562358,DOWN,23.37809,0.751,0.686,4,PT-S2-mWT._.B5,20293,Tinagl1,Distal,20293,uc008uza.2,0.4152,10641,0,FALSE,FALSE,FALSE,0,0
chr4_130224903_130225403,-1.67825988565099,2.81287315398414e-06,0.00146748403249361,0.0232000771036489,-0.0554506775899936,DOWN,34.69185,0.821,0.765,3,PT-S3-mWT._.B3,2857,Gm853,Distal,2857,uc008uzb.1,0.4271,10675,0,FALSE,FALSE,FALSE,0,0
chr4_130573922_130574422,1.29085223092201,5.12793731812918e-07,0.00039775408699054,0.192679197695977,0.115111955381931,UP,320.39066,0.955,0.947,8,PT-S1._.A4,135,Nkain1,Promoter,135,uc008uzj.2,0.7565,10761,0,FALSE,FALSE,FALSE,0,0
chr4_134501111_134501611,-1.36263451738719,0.000181237700272256,0.0279626596863334,0.0340916691694975,-0.0567196254492264,DOWN,50.73936,0.859,0.815,3,PT-S3-mWT._.B5,4599,Paqr7,Intronic,4319,uc033ifk.1,0.483,11953,0,TRUE,FALSE,FALSE,1,0
chr4_13667124_13667624,-1.96959123280618,0.000214656454856054,0.0306097502728311,0.00608502771977782,-0.0235805600347492,DOWN,7.40302,0.357,0.174,3,PT-S3-mWT._.B1,75927,Runx1t1,Distal,1355,uc008sat.1,0.5269,567,0,FALSE,FALSE,FALSE,0,0
chr4_13675752_13676252,-1.4055014886043,2.760044653176e-06,0.0014495655945457,0.0713905624232175,-0.121028266534073,DOWN,87.28919,0.92,0.895,3,PT-S3-mWT._.B5,67299,Runx1t1,Distal,7271,uc008sat.1,0.4232,571,0,FALSE,FALSE,FALSE,0,0
chr4_13696835_13697335,-1.22426367625528,1.10063676279315e-08,1.94711746348929e-05,0.121122508882264,-0.164536212512672,DOWN,184.97498,0.95,0.933,3,PT-S3-mWT._.B1,46216,Runx1t1,Distal,28354,uc008sat.1,0.3852,573,0,FALSE,FALSE,FALSE,0,0
chr4_137698011_137698511,1.17921166548788,0.000407056600096263,0.0459134867322385,0.108311268488231,0.0615986140041792,UP,66.04572,0.873,0.866,7,PT-S3-f/mKO._.B4,9083,Rap1gapos,Intronic,9083,uc008vjp.2,0.5808,12704,0,FALSE,FALSE,FALSE,0,0
chr4_139365573_139366073,-3.17575666080065,9.18951808072726e-06,0.00359764281227647,0.00373780624819862,-0.0461116125921263,DOWN,31.14633,0.787,0.721,3,PT-S3-mWT._.B5,13235,Ubr4,Intronic,6582,uc012dnt.2,0.489,13465,0,FALSE,FALSE,FALSE,0,0
chr4_139639768_139640268,1.22055360729057,1.74721523804637e-05,0.00561610353728763,0.163450973216232,0.0944529790847956,UP,185.0406,0.922,0.916,7,PT-S3-f/mKO._.A4,4023,Mir7020,Intronic,4023,uc033igh.1,0.5908,13553,0,TRUE,FALSE,FALSE,0,0
chr4_139683886_139684386,-1.23014306030723,0.000208292764260776,0.0301143781670922,0.0510455302579213,-0.0713941123693441,DOWN,50.73936,0.859,0.815,3,PT-S3-mWT._.B5,30597,Tas1r2,Distal,30597,uc008vmr.2,0.5589,13568,0,FALSE,FALSE,TRUE,0,0
chr4_140910914_140911414,1.42792717312954,0.000250018669066955,0.0340483847667621,0.0925290552838105,0.0593959605392745,UP,47.59419,0.83,0.822,7,PT-S3-f/mKO._.B4,4803,Padi2,Intronic,4803,uc008vni.2,0.5868,13712,0,TRUE,FALSE,FALSE,0,0
chr4_141041770_141042270,1.98437266155978,0.000313112807457056,0.039396120114124,0.0626014578907691,0.0482752010165597,UP,25.74389,0.729,0.713,7,PT-S3-f/mKO._.B4,18524,Crocc,Intronic,11640,uc008vns.2,0.5908,13794,0,FALSE,FALSE,FALSE,0,0
chr4_141676750_141677250,0.97560355109886,0.000151037339287021,0.0246615360764501,0.052724941874051,0.0268958281080723,UP,8.68145,0.478,0.425,6,PT-S3-f/mKO._.B4,8715,Rsc1a1,Distal,5588,uc008vpc.2,0.475,14205,0,TRUE,FALSE,FALSE,0,0
chr4_141928967_141929467,0.620388714190101,0.000113351775040037,0.0207290947354175,0.34673205076728,0.121883373236525,UP,106.83822,0.986,0.978,4,PT-S2-mWT._.B4,53774,Fhad1os1,Intronic,3871,uc008vpn.1,0.5469,14305,0,TRUE,FALSE,FALSE,1,1
chr4_141929541_141930041,1.74465264630371,0.000125031323552179,0.0217838458172768,0.0687144607487091,0.0496128573954174,UP,12.75203,0.738,0.669,2,PT-S2-mWT._.B4,53200,Fhad1os1,Intronic,3297,uc008vpn.1,0.5429,14306,0,TRUE,FALSE,FALSE,0,1
chr4_14243099_14243599,-3.87403729672799,0.00028701942539558,0.0375596365753477,0,-0.0273245547217739,DOWN,10.22006,0.557,0.405,2,PT-S3-mWT._.B5,47959,Gm2560,Intronic,47959,uc008say.1,0.3733,600,0,FALSE,FALSE,FALSE,0,0
chr4_14246784_14247284,-1.56431356812006,0.000140790749040681,0.0234606046460934,0.00985681579132954,-0.0232081467509349,DOWN,18.37213,0.6,0.472,3,PT-S3-mWT._.B1,44274,Gm2560,Intronic,44274,uc008say.1,0.4471,601,0,FALSE,FALSE,FALSE,0,0
