Category	ID	Title (or Source)	Verbose ID	Core-F_logP	Core-M_logP	All-M_logP	All-F_logP	Core-F_GeneSet	Core-M_GeneSet	All-M_GeneSet	All-F_GeneSet
GO: Biological Process	GO:0097052	L-kynurenine metabolic process	GeneOntologyBiologicalProcess_GO:0097052_L-kynurenine metabolic process	0.0	0.0	0.0	2.752042192633642				AADAT,KYAT3,KYNU
GO: Biological Process	GO:1903997	positive regulation of non-membrane spanning protein tyrosine kinase activity	GeneOntologyBiologicalProcess_GO:1903997_positive regulation of non-membrane spanning protein tyrosine kinase activity	0.0	0.0	0.0	2.752042192633642				FYN,NTRK2,STAP1
GO: Biological Process	GO:0071716	leukotriene transport	GeneOntologyBiologicalProcess_GO:0071716_leukotriene transport	0.0	0.0	0.0	2.752042192633642				ABCC1,ABCC3,ABCC4
GO: Biological Process	GO:0140331	aminophospholipid translocation	GeneOntologyBiologicalProcess_GO:0140331_aminophospholipid translocation	0.0	0.0	0.0	2.752042192633642				ATP8A1,ATP8B1,TMEM30B
GO: Biological Process	GO:0043650	dicarboxylic acid biosynthetic process	GeneOntologyBiologicalProcess_GO:0043650_dicarboxylic acid biosynthetic process	0.0	0.0	2.7499184246905677	0.0			ACMSD,GLS,HAAO,HTT	
GO: Biological Process	GO:0015893	drug transport	GeneOntologyBiologicalProcess_GO:0015893_drug transport	0.0	0.0	2.7499184246905677	0.0			ABCC2,SLC18A1,SLC22A2,TMEM30A	
GO: Biological Process	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	GeneOntologyBiologicalProcess_GO:0007175_negative regulation of epidermal growth factor-activated receptor activity	0.0	0.0	2.7499184246905677	0.0			CBLC,CHMP6,ERRFI1,PSEN1	
GO: Biological Process	GO:0070934	CRD-mediated mRNA stabilization	GeneOntologyBiologicalProcess_GO:0070934_CRD-mediated mRNA stabilization	0.0	2.745929395205554	0.0	0.0		IGF2BP1,YBX1		
GO: Biological Process	GO:0046490	isopentenyl diphosphate metabolic process	GeneOntologyBiologicalProcess_GO:0046490_isopentenyl diphosphate metabolic process	0.0	2.745929395205554	0.0	0.0		IDI1,MVD		
GO: Biological Process	GO:0009240	isopentenyl diphosphate biosynthetic process	GeneOntologyBiologicalProcess_GO:0009240_isopentenyl diphosphate biosynthetic process	0.0	2.745929395205554	0.0	0.0		IDI1,MVD		
GO: Biological Process	GO:0035621	ER to Golgi ceramide transport	GeneOntologyBiologicalProcess_GO:0035621_ER to Golgi ceramide transport	0.0	2.745929395205554	0.0	0.0		PLEKHA8,SGPP1		
GO: Biological Process	GO:0006710	androgen catabolic process	GeneOntologyBiologicalProcess_GO:0006710_androgen catabolic process	0.0	2.745929395205554	0.0	0.0		HSD17B11,SRD5A1		
GO: Biological Process	GO:0015739	sialic acid transport	GeneOntologyBiologicalProcess_GO:0015739_sialic acid transport	0.0	2.745929395205554	0.0	0.0		SLC17A1,SLC17A3		
GO: Biological Process	GO:1902893	regulation of pri-miRNA transcription by RNA polymerase II	GeneOntologyBiologicalProcess_GO:1902893_regulation of pri-miRNA transcription by RNA polymerase II	0.0	0.0	0.0	2.7412166078324516				APLN,GATA2,GATA3,KLF5,PPARG,SMAD3,TERT,TGFB2
GO: Biological Process	GO:0050727	regulation of inflammatory response	GeneOntologyBiologicalProcess_GO:0050727_regulation of inflammatory response	0.0	0.0	0.0	2.7351645664645656				ABCC1,ADIPOQ,APOE,C3,CX3CR1,FABP4,GATA3,GPER1,IGF1,IL33,JAK2,LDLR,MGLL,NUPR1,OSMR,PLA2G4A,PLA2G7,PMP22,PPARG,PTGER3,PTGES,PYCARD,SLC7A2,SLIT2,SMAD3,STAP1,STK39,TMSB4X,WNT5A
GO: Biological Process	GO:0009101	glycoprotein biosynthetic process	GeneOntologyBiologicalProcess_GO:0009101_glycoprotein biosynthetic process	0.0	0.0	2.7217018400627904	0.0			A4GNT,ALG3,B3GALNT2,B4GALT1,B4GALT5,CHST11,CHST7,CHSY1,CSGALNACT1,DHDDS,GALNT1,GALNT14,GALNT3,GCNT2,HBEGF,HS6ST2,MAN1A1,MVD,PAWR,PLOD2,PSEN1,SERP1,ST3GAL3,ST8SIA1,TMTC4	
GO: Biological Process	GO:0090330	regulation of platelet aggregation	GeneOntologyBiologicalProcess_GO:0090330_regulation of platelet aggregation	0.0	0.0	0.0	2.715235598762775				CEACAM1,FGG,PDPN,PRKCQ,PTGER3
GO: Biological Process	GO:0032288	myelin assembly	GeneOntologyBiologicalProcess_GO:0032288_myelin assembly	0.0	0.0	0.0	2.715235598762775				EPB41L3,GPC1,PMP22,TENM4,TPPP
GO: Biological Process	GO:0045471	response to ethanol	GeneOntologyBiologicalProcess_GO:0045471_response to ethanol	0.0	0.0	0.0	2.7014067942119984				ADIPOQ,CA3,CLDN1,EIF4EBP1,FYN,GATA3,GGH,GSN,HPGD,IGF1,ITPR2,MAOB,RBP4,TRH
GO: Biological Process	GO:0034368	protein-lipid complex remodeling	GeneOntologyBiologicalProcess_GO:0034368_protein-lipid complex remodeling	0.0	0.0	0.0	2.700744434380185				ALB,APOC1,APOE,PLA2G5,PLA2G7,PLTP
GO: Biological Process	GO:0034369	plasma lipoprotein particle remodeling	GeneOntologyBiologicalProcess_GO:0034369_plasma lipoprotein particle remodeling	0.0	0.0	0.0	2.700744434380185				ALB,APOC1,APOE,PLA2G5,PLA2G7,PLTP
GO: Biological Process	GO:0150076	neuroinflammatory response	GeneOntologyBiologicalProcess_GO:0150076_neuroinflammatory response	0.0	0.0	0.0	2.6987432174335733				ADCY1,IGF1,IL33,LDLR,NUPR1,PPARG,STAP1
GO: Biological Process	GO:0045923	positive regulation of fatty acid metabolic process	GeneOntologyBiologicalProcess_GO:0045923_positive regulation of fatty acid metabolic process	0.0	0.0	0.0	2.6987432174335733				ACSL5,ADIPOQ,C1QTNF2,FABP1,PLA2G4A,PPARG,PPARGC1A
GO: Biological Process	GO:0061614	pri-miRNA transcription by RNA polymerase II	GeneOntologyBiologicalProcess_GO:0061614_pri-miRNA transcription by RNA polymerase II	0.0	0.0	0.0	2.693674952472034				APLN,GATA2,GATA3,KLF5,PPARG,SMAD3,TERT,TGFB2
GO: Biological Process	GO:0045921	positive regulation of exocytosis	GeneOntologyBiologicalProcess_GO:0045921_positive regulation of exocytosis	0.0	0.0	0.0	2.68997054256807				CADPS2,FGB,FGG,GATA2,KCNB1,RAB27A,RAB27B,RAB3D,SLC4A8,STXBP1,SYTL4
GO: Biological Process	GO:0097191	extrinsic apoptotic signaling pathway	GeneOntologyBiologicalProcess_GO:0097191_extrinsic apoptotic signaling pathway	0.0	0.0	0.0	2.689804423402603				ACSL5,BCL2L11,CAV1,CX3CR1,FGB,FGG,FYN,GPER1,IFI27,IGF1,IL33,JAK2,KRT18,PYCARD,SIVA1,SMAD3,SNAI2,SORT1,TERT,TGFB2
GO: Biological Process	GO:0060828	regulation of canonical Wnt signaling pathway	GeneOntologyBiologicalProcess_GO:0060828_regulation of canonical Wnt signaling pathway	0.0	0.0	0.0	2.6874300733946774				APOE,CAV1,CCDC88C,CDK14,DKK3,FAM53B,FRAT1,GPC3,IGFBP1,JRK,LIMD1,PRICKLE1,PSMB10,PSMB9,PTPRO,RBMS3,RECK,SEMA5A,SFRP4,SMAD3,SNAI2,WNT5A,WNT5B
GO: Biological Process	GO:0033194	response to hydroperoxide	GeneOntologyBiologicalProcess_GO:0033194_response to hydroperoxide	0.0	2.687410563056676	0.0	0.0		APOA4,CD36,GPX1		
GO: Biological Process	GO:0045834	positive regulation of lipid metabolic process	GeneOntologyBiologicalProcess_GO:0045834_positive regulation of lipid metabolic process	0.0	0.0	0.0	2.6864100761902843				ABHD6,ACSL5,ADIPOQ,ANGPTL3,APOC1,APOE,C1QTNF2,FABP1,IGF1,LDLR,PDGFRA,PLA2G4A,PNPLA2,PPARG,PPARGC1A,SLC27A1
GO: Biological Process	GO:0031667	response to nutrient levels	GeneOntologyBiologicalProcess_GO:0031667_response to nutrient levels	0.0	0.0	0.0	2.684378060555996				ACACB,ACSL1,ADIPOQ,ALB,ALDH1A2,ALDH3A1,APOE,C2,CADPS2,CYP1A1,EIF4EBP1,FAM107A,GLUL,GSN,KANK2,KCNB1,KRT18,KYNU,LDLR,LRAT,PAX2,PKM,PNPLA3,POSTN,PPARG,PPARGC1A,RNASE4,SESN3,SLC39A5,SLC6A4,SNAI2,SPP1,WRN
GO: Biological Process	GO:0043687	post-translational protein modification	GeneOntologyBiologicalProcess_GO:0043687_post-translational protein modification	0.0	0.0	0.0	2.6779911478890033				ALB,APOE,C3,CP,FBXO21,FGG,FN1,FOLH1,FSTL1,GOLM1,GPC3,IGFBP1,KLHL13,KLHL25,LAMB1,MGAT4A,MSLN,MXRA8,PNPLA2,PSMB10,PSMB9,RAB13,SPARCL1,SPP1,SPP2,SPSB4
GO: Biological Process	GO:0042168	heme metabolic process	GeneOntologyBiologicalProcess_GO:0042168_heme metabolic process	0.0	0.0	2.6761151059190027	0.0			ALAS1,CPOX,HMOX1,HNF1A,SLC25A39,SLC6A9	
GO: Biological Process	GO:0042558	pteridine-containing compound metabolic process	GeneOntologyBiologicalProcess_GO:0042558_pteridine-containing compound metabolic process	0.0	0.0	2.6761151059190027	0.0			DHFR,FOLR1,FTCD,PIPOX,SHMT2,SPR	
GO: Biological Process	GO:0001501	skeletal system development	GeneOntologyBiologicalProcess_GO:0001501_skeletal system development	0.0	0.0	0.0	2.6754290963369427				ANKH,ANXA2,ANXA6,ASXL1,BMP1,CDH11,CTSK,DHRS3,EFEMP1,FST,HOXA5,HOXB9,HOXD10,IGF1,INSIG1,LUM,MBOAT2,MMP2,MUSTN1,NOTCH2,NPR2,OSR2,PAPSS2,PDGFRA,PLS3,RBP4,SFRP4,SMAD3,SNAI2,SNX10,SPNS2,SPP2,TGFB2,TGFBI,WNT5A,WNT5B,ZEB1
GO: Biological Process	GO:0040013	negative regulation of locomotion	GeneOntologyBiologicalProcess_GO:0040013_negative regulation of locomotion	0.0	0.0	0.0	2.674407628119707				ABHD6,ADIPOQ,AIF1,ANGPT2,APOE,ARHGDIB,CLDN19,CX3CR1,DCN,ERBB4,FBLN1,GATA3,IFITM1,IL33,LIMCH1,MITF,OLFM1,PADI2,PPARG,PPARGC1A,PTPRO,RECK,SEMA3D,SEMA5A,SLIT2,SRGAP3,STAP1,TGFBR3,WNT5A
GO: Biological Process	GO:0031650	regulation of heat generation	GeneOntologyBiologicalProcess_GO:0031650_regulation of heat generation	0.0	0.0	0.0	2.674376455946381				APLN,PTGER3,PTGES,SLC27A1
GO: Biological Process	GO:0061337	cardiac conduction	GeneOntologyBiologicalProcess_GO:0061337_cardiac conduction	0.0	0.0	0.0	2.674376186141196				ANK2,ATP1A2,CAV1,DSG2,DSP,FXYD1,FXYD4,ITPR2,KCNE1,KCNE4,KCNK1,KCNK3,NPR2,SCN2B
GO: Biological Process	GO:0044270	cellular nitrogen compound catabolic process	GeneOntologyBiologicalProcess_GO:0044270_cellular nitrogen compound catabolic process	0.0	0.0	2.6696774450919345	0.0			ACAT1,ACMSD,ADAL,AFMID,AHCY,APOBEC2,ASPDH,CDA,DNPH1,DXO,E2F1,ERI2,GPX1,HAAO,HMOX1,IDO2,IGF2BP1,KYAT1,LARP4B,MTREX,MYEF2,NIT1,NT5C3A,NT5E,NUDT12,NUDT9,PM20D1,PNP,PSME4,QPRT,RNASEH2B,SMPDL3A,TOB1,TST,UPP2,VCP,YBX1,YWHAZ	
GO: Biological Process	GO:0071773	cellular response to BMP stimulus	GeneOntologyBiologicalProcess_GO:0071773_cellular response to BMP stimulus	0.0	0.0	0.0	2.662459426564934				CAV1,FST,FSTL1,GATA3,GPC3,NOTCH2,PPARG,RGMB,SFRP4,SLC39A5,SMAD3,TGFB2,TGFBR3,TMEM100,TWSG1,WNT5A
GO: Biological Process	GO:0071772	response to BMP	GeneOntologyBiologicalProcess_GO:0071772_response to BMP	0.0	0.0	0.0	2.662459426564934				CAV1,FST,FSTL1,GATA3,GPC3,NOTCH2,PPARG,RGMB,SFRP4,SLC39A5,SMAD3,TGFB2,TGFBR3,TMEM100,TWSG1,WNT5A
GO: Biological Process	GO:0090132	epithelium migration	GeneOntologyBiologicalProcess_GO:0090132_epithelium migration	0.0	0.0	0.0	2.6483257743209543				AMOTL1,ANGPT1,ANGPT2,APELA,APOE,CEACAM1,CLEC14A,DCN,EFNB2,EMP2,EPB41L4B,FSTL1,GATA2,GATA3,GLUL,IGF1,KANK2,PPARG,RAB13,SEMA5A,SLIT2,SNAI2,SRPX2,TGFB2,TGFBR3,TMSB4X,WNT5A
GO: Biological Process	GO:0046326	positive regulation of glucose import	GeneOntologyBiologicalProcess_GO:0046326_positive regulation of glucose import	0.0	0.0	0.0	2.6446882736094026				ADIPOQ,C1QTNF2,ERBB4,GPC3,IGF1,RNASEL,TERT
GO: Biological Process	GO:0010628	positive regulation of gene expression	GeneOntologyBiologicalProcess_GO:0010628_positive regulation of gene expression	0.0	0.0	0.0	2.6416343296063496				ACTA2,ACTG2,ADIPOQ,AGPAT2,AIF1,ALDH1A2,ANGPT1,ANGPTL8,ANK2,BLNK,C3,C3AR1,CAV1,CD1D,CLDN19,DDX58,EIF2S3,EPB41L4B,ERBB2,FBLN1,FN1,GATA2,GATA3,GPER1,GSN,HEG1,HMX2,HOXA5,ICOSLG,ID3,ID4,IGF1,IL33,JAK2,KDM6A,LDLR,LUM,MCOLN2,MITF,MUSTN1,NIBAN1,NTRK2,OLFM1,ORM1,OSR2,PADI2,PID1,PKM,PMP22,POSTN,PPARG,PPARGC1A,PRKCQ,PTGER3,PYCARD,RAB27A,RBMS3,RBP4,REST,SFRP4,SLC39A5,SLC6A4,SMAD3,STAP1,TERT,TGFB2,TNFSF15,TNFSF9,TSPAN6,VEGFD,WNT5A
GO: Biological Process	GO:0048259	regulation of receptor-mediated endocytosis	GeneOntologyBiologicalProcess_GO:0048259_regulation of receptor-mediated endocytosis	0.0	0.0	0.0	2.6388139201271428				ADIPOQ,ANGPT1,ANXA2,APELA,APLN,APOC1,C3,EFNB2,HIP1,NTF3,OPHN1,SFRP4,SYNE1
GO: Biological Process	GO:0086005	ventricular cardiac muscle cell action potential	GeneOntologyBiologicalProcess_GO:0086005_ventricular cardiac muscle cell action potential	0.0	0.0	0.0	2.635712043508045				ANK2,CAV1,DSG2,DSP,KCNE1,KCNE4
GO: Biological Process	GO:0032868	response to insulin	GeneOntologyBiologicalProcess_GO:0032868_response to insulin	0.0	0.0	0.0	2.6340478851808213				ADIPOQ,CEACAM1,EEF2K,EIF4EBP1,GGH,IGFBP1,INSIG1,PDE3B,PID1,PKM,PNPLA3,PPARG,PRKCQ,RAB13,RBP4,RETN,SESN3,SGK1,SLC27A1,SORT1,TBC1D4,TRARG1,VPS13C
GO: Biological Process	GO:0050767	regulation of neurogenesis	GeneOntologyBiologicalProcess_GO:0050767_regulation of neurogenesis	0.0	0.0	0.0	2.623641939250244				APOE,BHLHB9,CASK,CX3CR1,DIXDC1,EEF2K,FN1,FZD3,GPER1,ID4,IGF1,IL33,LDLR,MME,NIN,NTF3,NTRK2,PPARG,REST,SEMA3D,SEMA5A,SGK1,SLIT2,SPP1,TENM4,TERT,TMEM98,TRIM46,WNT5A,ZCCHC24
GO: Biological Process	GO:0071396	cellular response to lipid	GeneOntologyBiologicalProcess_GO:0071396_cellular response to lipid	0.0	0.0	0.0	2.623372550595717				ABCA1,ADCY1,ALDH1A2,ATP1A2,BCL2L11,CLDN1,CX3CR1,EIF4EBP1,FAM107A,GPER1,ID3,IGF1,INSIG1,JAK2,KANK2,LDLR,LPAR1,LY86,MGST1,MMP2,NTRK2,PADI2,PAX2,PID1,PPARG,PPARGC1A,PTGER3,PYCARD,REST,SGK1,SLC6A4,SNAI2,SPP1,STAP1,TCF21,TFPI,TRIM68,WNT5A,WNT5B
GO: Biological Process	GO:0048589	developmental growth	GeneOntologyBiologicalProcess_GO:0048589_developmental growth	0.0	0.0	0.0	2.617946115146415				ACACB,ANXA6,APOE,BCL2L11,C3,DDR2,DIPK2A,ERBB4,FN1,GATA3,GSN,HEG1,HOXA5,IGF1,IGFBP1,KDM6A,KLF5,LEPR,MGLL,MUSTN1,MYMX,NCAM1,NIN,NOTCH2,NPY1R,OLFM1,PDGFRA,PI16,PKM,PMP22,POSTN,PRLR,RBP4,SALL1,SEMA3D,SEMA5A,SLC6A4,SLIT2,SMAD3,SPP1,SPTBN2,STRA6,TENM4,TGFB2,TGFBR3,TRIM46,TSHR,WNT5A
GO: Biological Process	GO:0046879	hormone secretion	GeneOntologyBiologicalProcess_GO:0046879_hormone secretion	0.0	0.0	0.0	2.6170678812689707				ADIPOQ,APLN,CASK,FGB,FGG,GATA3,GLUL,GPER1,HMGN3,ITPR2,JAK2,KCNB1,LEPR,NPY1R,PCLO,PDE3B,PDE8B,PPARG,PTGER3,RAB11FIP1,RBP4,REST,RETN,SCG5,SPP1,SYTL4,TRH
GO: Biological Process	GO:0030168	platelet activation	GeneOntologyBiologicalProcess_GO:0030168_platelet activation	0.0	0.0	0.0	2.614181659639207				APOE,CEACAM1,FGB,FGG,FN1,FYN,GNG2,ITPR2,MYL9,PDGFRA,PDPN,PLA2G4A,PRKCQ,PTGER3,STXBP1
GO: Biological Process	GO:0007611	learning or memory	GeneOntologyBiologicalProcess_GO:0007611_learning or memory	0.0	0.0	0.0	2.612772459460174				ADCY1,APOE,ATP1A2,ATP8A1,BHLHB9,CLN3,CX3CR1,FYN,IGF1,LAMB1,LDLR,MME,NCAM1,NTF3,NTRK2,PDE8B,PRKAR1B,PRKAR2B,PTGS1,SGK1,SHISA7,SLC6A4,STRA6,TANC1
GO: Biological Process	GO:0030041	actin filament polymerization	GeneOntologyBiologicalProcess_GO:0030041_actin filament polymerization	0.0	0.0	0.0	2.6002068621149053				AIF1,ARHGAP28,CAPG,CDC42EP2,CDC42EP5,COTL1,CYRIA,FAM107A,GAS7,GSN,JAK2,PYCARD,SLIT2,SPTBN2,SVIL,TMSB10,TMSB4X
GO: Biological Process	GO:0009152	purine ribonucleotide biosynthetic process	GeneOntologyBiologicalProcess_GO:0009152_purine ribonucleotide biosynthetic process	0.0	0.0	0.0	2.5990030387097334				ACACA,ACACB,ACOT7,ACSL1,ACSL5,ADCY1,AMPD3,COX6B2,COX7A1,ELOVL2,ELOVL6,FASN,GUCY1A1,NPR2,NUPR1,PAPSS2,PDK1,PID1,PKM,PPARGC1A,SCD,SCD5,TMSB4X
GO: Biological Process	GO:0042327	positive regulation of phosphorylation	GeneOntologyBiologicalProcess_GO:0042327_positive regulation of phosphorylation	0.0	0.0	0.0	2.590175638373169				ACSL1,ADCY1,ADIPOQ,AIF1,ANGPT1,ANXA2,APLN,C1QTNF2,C3,CAV1,CCDC88A,CDC25B,CLDN19,CLN3,CX3CR1,DDR2,DIPK2A,DLG3,EMP2,ERBB2,ERBB4,FYN,GFRA1,GPER1,GRK3,HSPA2,IGF1,ITGA1,JAK2,LEPR,LIMCH1,LPAR1,MAGI3,MAP3K20,MDFIC,MMD,NIBAN1,NOX4,NTF3,NTRK2,NUPR1,PDGFRA,PFKFB3,PLCE1,PRKAR1B,PRKAR2B,PRLR,PRR5L,PTGER3,SLC27A1,STAP1,STAP2,STK39,TGFB2,TNFSF15,TWSG1,VEGFD,WNT5A
GO: Biological Process	GO:0030509	BMP signaling pathway	GeneOntologyBiologicalProcess_GO:0030509_BMP signaling pathway	0.0	0.0	0.0	2.5895818485612994				CAV1,FST,FSTL1,GPC3,NOTCH2,PPARG,RGMB,SFRP4,SLC39A5,SMAD3,TGFB2,TGFBR3,TMEM100,TWSG1,WNT5A
GO: Biological Process	GO:0043542	endothelial cell migration	GeneOntologyBiologicalProcess_GO:0043542_endothelial cell migration	0.0	0.0	0.0	2.587358595702166				AMOTL1,ANGPT1,ANGPT2,APOE,CEACAM1,CLEC14A,DCN,EFNB2,EMP2,FSTL1,GATA2,GATA3,GLUL,IGF1,PPARG,RAB13,SEMA5A,SLIT2,SNAI2,SRPX2,TMSB4X,WNT5A
GO: Biological Process	GO:0046888	negative regulation of hormone secretion	GeneOntologyBiologicalProcess_GO:0046888_negative regulation of hormone secretion	0.0	0.0	0.0	2.5848996234822144				ADIPOQ,KCNB1,NPY1R,PDE3B,PDE8B,PPARG,PTGER3,RAB11FIP1,REST,SYTL4
GO: Biological Process	GO:0051093	negative regulation of developmental process	GeneOntologyBiologicalProcess_GO:0051093_negative regulation of developmental process	0.0	0.0	0.0	2.574456308342294				ABCA1,ADIPOQ,ANGPT2,ANXA2,APOE,ASPN,ASXL1,BBS12,CAV1,CEACAM1,CTSK,CX3CR1,DCN,DIXDC1,EFEMP1,ERBB2,FBLN1,FST,GATA2,GATA3,GPER1,HOXA5,ID3,ID4,IGF1,INSIG1,KLF5,LDLR,LIMD1,NPR2,OCIAD2,PAX2,PDE3B,PI16,POSTN,PPARG,PPARGC1A,PRICKLE1,PTGER3,RBP4,REST,SALL1,SEMA3D,SEMA5A,SLC6A4,SLIT2,SMAD3,SNAI2,SORT1,SPP1,TERT,TGFB2,TGFBR3,TMEM98,TRIM46,TWSG1,WNT5A,XDH,ZEB1,ZFHX3,ZNF608
GO: Biological Process	GO:0060317	cardiac epithelial to mesenchymal transition	GeneOntologyBiologicalProcess_GO:0060317_cardiac epithelial to mesenchymal transition	0.0	0.0	0.0	2.573009029663102				ERG,OLFM1,SNAI2,TGFB2,TGFBR3,TMEM100
GO: Biological Process	GO:0034367	protein-containing complex remodeling	GeneOntologyBiologicalProcess_GO:0034367_protein-containing complex remodeling	0.0	0.0	0.0	2.573009029663102				ALB,APOC1,APOE,PLA2G5,PLA2G7,PLTP
GO: Biological Process	GO:0060100	positive regulation of phagocytosis, engulfment	GeneOntologyBiologicalProcess_GO:0060100_positive regulation of phagocytosis, engulfment	0.0	0.0	0.0	2.562752948838096				C3,GATA2,PPARG,STAP1
GO: Biological Process	GO:1905155	positive regulation of membrane invagination	GeneOntologyBiologicalProcess_GO:1905155_positive regulation of membrane invagination	0.0	0.0	0.0	2.562752948838096				C3,GATA2,PPARG,STAP1
GO: Biological Process	GO:0006000	fructose metabolic process	GeneOntologyBiologicalProcess_GO:0006000_fructose metabolic process	0.0	0.0	0.0	2.562752948838096				ALDH1A1,ALDOC,FBP2,PFKFB3
GO: Biological Process	GO:0072176	nephric duct development	GeneOntologyBiologicalProcess_GO:0072176_nephric duct development	0.0	0.0	0.0	2.562752948838096				EFNB2,GATA3,GPC3,PAX2
GO: Biological Process	GO:0006548	histidine catabolic process	GeneOntologyBiologicalProcess_GO:0006548_histidine catabolic process	0.0	0.0	0.0	2.5604953403962765				AMDHD1,HDC,UROC1
GO: Biological Process	GO:0015820	leucine transport	GeneOntologyBiologicalProcess_GO:0015820_leucine transport	0.0	0.0	0.0	2.5604953403962765				SLC43A1,SLC6A17,SLC7A8
GO: Biological Process	GO:0061438	renal system vasculature morphogenesis	GeneOntologyBiologicalProcess_GO:0061438_renal system vasculature morphogenesis	0.0	0.0	0.0	2.5604953403962765				NOTCH2,PDGFRA,TCF21
GO: Biological Process	GO:0061439	kidney vasculature morphogenesis	GeneOntologyBiologicalProcess_GO:0061439_kidney vasculature morphogenesis	0.0	0.0	0.0	2.5604953403962765				NOTCH2,PDGFRA,TCF21
GO: Biological Process	GO:0036155	acylglycerol acyl-chain remodeling	GeneOntologyBiologicalProcess_GO:0036155_acylglycerol acyl-chain remodeling	0.0	0.0	0.0	2.5604953403962765				MGLL,PNPLA2,PNPLA3
GO: Biological Process	GO:1903995	regulation of non-membrane spanning protein tyrosine kinase activity	GeneOntologyBiologicalProcess_GO:1903995_regulation of non-membrane spanning protein tyrosine kinase activity	0.0	0.0	0.0	2.5604953403962765				FYN,NTRK2,STAP1
GO: Biological Process	GO:0071671	regulation of smooth muscle cell chemotaxis	GeneOntologyBiologicalProcess_GO:0071671_regulation of smooth muscle cell chemotaxis	0.0	0.0	0.0	2.5604953403962765				AIF1,LPAR1,SLIT2
GO: Biological Process	GO:0060065	uterus development	GeneOntologyBiologicalProcess_GO:0060065_uterus development	0.0	0.0	0.0	2.5531754858009292				GATA3,RBP4,STRA6,TGFB2,WNT5A
GO: Biological Process	GO:0072010	glomerular epithelium development	GeneOntologyBiologicalProcess_GO:0072010_glomerular epithelium development	0.0	0.0	0.0	2.5531754858009292				ADIPOQ,ASXL1,NOTCH2,PROM1,PTPRO
GO: Biological Process	GO:0036152	phosphatidylethanolamine acyl-chain remodeling	GeneOntologyBiologicalProcess_GO:0036152_phosphatidylethanolamine acyl-chain remodeling	0.0	0.0	0.0	2.5531754858009292				MBOAT2,PLA2G4A,PLA2G5,PLAAT3,PLBD1
GO: Biological Process	GO:0051222	positive regulation of protein transport	GeneOntologyBiologicalProcess_GO:0051222_positive regulation of protein transport	0.0	0.0	0.0	2.5502570846795574				ABLIM3,CASK,CLN3,ERBB2,FGB,FGG,FRMD4A,FYN,GLUL,GPER1,IGF1,JAK2,KCNB1,LEPR,MYH10,PRKCQ,PRR5L,RBP4,RHOU,SMAD3,STOM,SYTL4,TFDP2,TGFB2,TMEM30B,TRH
GO: Biological Process	GO:0090090	negative regulation of canonical Wnt signaling pathway	GeneOntologyBiologicalProcess_GO:0090090_negative regulation of canonical Wnt signaling pathway	0.0	0.0	0.0	2.5459211921564435				APOE,CAV1,CCDC88C,DKK3,GPC3,IGFBP1,LIMD1,PRICKLE1,PSMB10,PSMB9,PTPRO,RBMS3,SFRP4,SNAI2,WNT5A,WNT5B
GO: Biological Process	GO:0051384	response to glucocorticoid	GeneOntologyBiologicalProcess_GO:0051384_response to glucocorticoid	0.0	0.0	0.0	2.5434611830964653				ADIPOQ,ALDH3A1,BCL2L11,CLDN1,CPN1,EIF4EBP1,FAM107A,JAK2,MAOB,PAPPA,REST,SGK1,SLIT2,TRH
GO: Biological Process	GO:0032103	positive regulation of response to external stimulus	GeneOntologyBiologicalProcess_GO:0032103_positive regulation of response to external stimulus	0.0	0.0	0.0	2.5418946778717215				ABCC1,AIF1,C3,C3AR1,CD1D,CPB2,DAPK2,FABP4,FN1,FYN,IL33,JAK2,LDLR,LPAR1,LY86,MMP2,NTF3,NUPR1,OSMR,PLA2G4A,PLA2G5,PLA2G7,PSMB10,PSMB9,PTGER3,PYCARD,SEMA5A,SLIT2,SMAD3,SNAI2,STAP1,STK39,TMSB4X,VEGFD,WNT5A
GO: Biological Process	GO:0002366	leukocyte activation involved in immune response	GeneOntologyBiologicalProcess_GO:0002366_leukocyte activation involved in immune response	0.0	0.0	0.0	2.5411768697608754				ABCA13,AGPAT2,ALDOC,AMPD3,ANXA2,ATP8A1,C3,C3AR1,CEACAM1,CFD,COTL1,CX3CR1,DNASE1L1,DSP,FABP5,GATA2,GATA3,GGH,GSN,HEBP2,HP,ICOSLG,IL33,ITM2A,MGST1,MME,NOTCH2,ORM1,ORMDL3,PADI2,PDXK,PKM,PTGDS,PYCARD,PYGB,PYGL,QPCT,RAB27A,RAB3D,RETN,S100A13,STOM,STXBP1,TIMP2,TMEM98
GO: Biological Process	GO:0070372	regulation of ERK1 and ERK2 cascade	GeneOntologyBiologicalProcess_GO:0070372_regulation of ERK1 and ERK2 cascade	0.0	0.0	0.0	2.530895753260052				ACTA2,ADIPOQ,ANGPT1,APELA,APOE,C3,CAV1,CEACAM1,ERBB2,ERBB4,FBLN1,FGB,FGG,FN1,GPER1,IGF1,NOTCH2,NOX4,NPNT,NTRK2,PDGFRA,PLA2G5,PSCA,PYCARD,TGFBR3
